# Lattice: 60^2 B = 0.5 iterations = 200000 Algorithm: wolff
# T mag magerr sus suserr eng engerr heat heaterr clustersize clustersizeerr engcorrtime magcorrtime
1.5 0.986509 8.20258e-06 7.53721e-06 2.64175e-08 -3.90235 -nan 0.108355 2.24344e-05 3503.33 0.919218 0.579132  -0.458112 
1.575 0.981561 1.02606e-05 1.06715e-05 3.49284e-08 -3.86906 -nan 0.0973862 2.37743e-05 3466.91 1.07743 0.603223  -0.442215 
1.65 0.975243 1.27958e-05 1.52356e-05 5.61272e-08 -3.82826 -nan 0.0876826 2.44271e-05 3424.67 1.21702 0.619596  -0.424973 
1.725 0.96715 1.60274e-05 2.16647e-05 7.31404e-08 -3.77862 -nan 0.0789577 2.44322e-05 3369.09 1.37807 0.643271  -0.402141 
1.8 0.956857 2.03996e-05 3.13037e-05 1.08496e-07 -3.719 -nan 0.0711283 2.68259e-05 3295.78 1.5749 0.676131  -0.371766 
1.875 0.943614 2.67987e-05 4.72668e-05 1.70907e-07 -3.64665 -nan 0.0638994 2.78787e-05 3208.23 1.74033 0.722158  -0.337309 
1.95 0.926118 3.65079e-05 7.49182e-05 2.85937e-07 -3.55881 -nan 0.0571066 2.78935e-05 3084.8 1.96819 0.781763  -0.288438 
2.025 0.902588 5.16738e-05 0.000129941 5.53871e-07 -3.45349 -nan 0.0505501 2.93447e-05 2934.98 2.15901 0.827317  -0.233013 
2.1 0.868832 8.28385e-05 0.000263711 1.29885e-06 -3.32411 -nan 0.043897 3.03382e-05 2719.69 2.4036 0.936126  -0.159622 
2.15 0.835744 0.000130109 0.000512409 3.31055e-06 -3.21961 -nan 0.0391552 3.29493e-05 2517.38 2.55858 1.07449  -0.0929872 
2.2 0.785068 0.000242555 0.00135145 1.18187e-05 -3.09288 -nan 0.03353 3.26114e-05 2227.67 2.78688 1.22447  -0.0132255 
2.25 0.680412 0.000677556 0.00658388 4.21691e-05 -2.92881 0.000504306 0.0257538 3.29192e-05 1719.22 3.53242 1.47997  0.0931558 
2.3 0.448447 0.00136822 0.0174128 4.14123e-05 -2.71456 0.00119929 0.0137359 3.20033e-05 868.854 4.03295 1.12814  0.477729 
2.35 0.253968 0.00110829 0.011457 2.91934e-05 -2.53433 0.00140399 0.00577516 1.87281e-05 329.165 2.07384 0.417135  0.565118 
2.4 0.172031 0.000809726 0.00625867 1.95327e-05 -2.41221 0.00153794 0.00323323 1.13392e-05 159.417 1.00703 0.193293  0.562407 
2.45 0.129973 0.000653111 0.00374275 1.23763e-05 -2.30486 0.00177211 0.00214994 7.19812e-06 93.3322 0.525686 0.1206  0.63089 
2.5 0.105638 0.000600236 0.00249492 8.88485e-06 -2.21195 0.0019147 0.00162434 5.58962e-06 62.8874 0.302725 0.100904  0.630819 
2.55 0.0907309 0.000581358 0.00181917 6.51586e-06 -2.13188 0.00212367 0.00134663 4.48196e-06 46.0406 0.220629 0.0931777  0.658691 
2.6 0.079976 0.000550048 0.00136038 5.33464e-06 -2.05685 0.0022072 0.00114568 3.67916e-06 35.9472 0.156032 0.0854143  0.628113 
2.675 0.068187 0.000559734 0.000996681 4.02927e-06 -1.95469 0.00245745 0.000966221 3.08663e-06 26.3006 0.107705 0.085851  0.638126 
2.75 0.0603983 0.000588115 0.00076194 2.85304e-06 -1.8674 0.00260586 0.000817852 2.71135e-06 20.6171 0.0758709 0.0945359  0.628762 
2.825 0.0550817 0.000574807 0.000616244 2.58466e-06 -1.78863 0.00249383 0.000700285 2.30017e-06 16.9109 0.0601022 0.0891533  0.522743 
2.9 0.0493814 0.000607814 0.000483668 1.88627e-06 -1.71734 0.00275274 0.000605366 1.91642e-06 14.055 0.0439831 0.102831  0.581092 
2.975 0.0462975 0.000545115 0.00039943 1.69122e-06 -1.65628 0.00242272 0.000513715 1.57806e-06 12.0564 0.0356711 0.0837462  0.432341 
3.05 0.0434136 0.000584972 0.000356051 1.3534e-06 -1.59707 0.00304709 0.000496227 1.56905e-06 10.6751 0.0336392 0.0934386  0.59643 
3.125 0.0405318 0.000591983 0.000308303 1.44621e-06 -1.53933 0.00373618 0.000456376 1.4966e-06 9.42183 0.0270688 0.0951971  0.81972 
3.2 0.0386545 0.00057722 0.000263659 1.0498e-06 -1.489 0.00313912 0.000405985 1.30422e-06 8.49402 0.0240171 0.0931755  0.559262 
3.275 0.0372315 0.000613538 0.000244867 9.64515e-07 -1.43814 0.0028622 0.000386263 1.20135e-06 7.74867 0.0214787 0.101034  0.425616 
3.35 0.0365566 0.000634012 0.000229904 1.0188e-06 -1.39886 0.00373197 0.00037047 1.14105e-06 7.12249 0.0193389 0.10326  0.662771 
3.425 0.0355444 0.000646845 0.000220205 1.05584e-06 -1.36073 0.00258248 0.000307397 9.91882e-07 6.62991 0.0178954 0.102169  0.34061 
3.5 0.0330027 0.000632878 0.000178691 7.07248e-07 -1.32268 0.00312357 0.00030706 1.03769e-06 6.15087 0.0163329 0.109422  0.443178 
