# Lattice: 60^2 B = 0.1 iterations = 200000
# T mag magerr sus suserr eng engerr heat heaterr
1.5 0.985137 1.48762e-05 8.6049e-06 2.75379e-08 -3.99182 9.36755e-05 0.000250111 7.9928e-07
1.575 0.979684 1.95604e-05 1.23198e-05 4.23448e-08 -3.95536 0.000115172 0.000310091 9.47161e-07
