# Lattice: 60^2 B = 0.1 iterations = 200000 Algorithm: wolff
# T mag magerr sus suserr eng engerr heat heaterr clustersize clustersizeerr engcorrtime magcorrtime
1.5 0.986509 8.16275e-06 7.48131e-06 2.5136e-08 -3.90224 -nan 0.00455004 4.20194e-06 3502.96 0.922593 0.577746  -0.410881 
1.575 0.981566 1.02212e-05 1.06975e-05 3.69262e-08 -3.86916 -nan 0.00415231 4.66608e-06 3469.42 1.05586 0.597584  -0.379288 
1.65 0.975238 1.28431e-05 1.5176e-05 5.32832e-08 -3.8284 -nan 0.00382848 4.88387e-06 3424.49 1.21531 0.626606  -0.339229 
1.725 0.967141 1.60604e-05 2.16799e-05 7.44394e-08 -3.77858 -nan 0.00355181 5.18771e-06 3367.21 1.3882 0.645108  -0.28865 
1.8 0.956825 2.04719e-05 3.1387e-05 1.09383e-07 -3.71846 -nan 0.00330764 5.44642e-06 3296.23 1.57155 0.679216  -0.228839 
1.875 0.943595 2.70303e-05 4.76918e-05 1.76944e-07 -3.64635 -nan 0.00312739 5.93541e-06 3204.83 1.77313 0.727377  -0.154457 
1.95 0.926174 3.65902e-05 7.57179e-05 2.95357e-07 -3.55918 -nan 0.00296001 5.96572e-06 3086.49 1.9738 0.777424  -0.0647053 
2.025 0.902641 5.19123e-05 0.00012925 5.31702e-07 -3.45372 7.2389e-05 0.00285037 6.51318e-06 2935.03 2.16771 0.839453  0.0365515 
2.1 0.868714 8.32176e-05 0.00026344 1.2373e-06 -3.32407 0.000163429 0.00278221 6.75633e-06 2717.03 2.39173 0.944758  0.164294 
2.15 0.835861 0.000127135 0.000506719 3.08325e-06 -3.22002 0.000217077 0.00278093 7.30422e-06 2517.36 2.56759 1.03745  0.256332 
2.2 0.784576 0.000235344 0.00135751 1.163e-05 -3.0926 0.000416295 0.00284462 7.64628e-06 2224.12 2.81434 1.14577  0.777659 
2.25 0.681017 0.000684551 0.00649455 4.07758e-05 -2.92926 0.000664074 0.00308796 8.97913e-06 1719.87 3.52763 1.53205  1.34768 
2.3 0.446123 0.00134979 0.0173187 3.95211e-05 -2.71189 0.00104925 0.00280309 8.76781e-06 859.321 4.08612 1.0918  1.77221 
2.35 0.254782 0.00106697 0.0114648 2.85285e-05 -2.53626 0.00127239 0.00179287 6.24865e-06 330.287 2.15825 0.387667  1.50019 
2.4 0.168638 0.000783111 0.00606285 1.91486e-05 -2.40802 0.00147996 0.00133724 4.35215e-06 155.188 0.963688 0.181683  1.22581 
2.45 0.129378 0.000665896 0.00368325 1.29211e-05 -2.30558 0.00169383 0.00111454 3.8583e-06 92.9393 0.523643 0.126856  1.10716 
2.5 0.105329 0.000597524 0.0024812 9.17766e-06 -2.21109 0.00181937 0.000991713 3.04479e-06 63.1056 0.302012 0.100896  0.936144 
2.55 0.0900485 0.000571189 0.00177729 6.55801e-06 -2.13003 0.00204718 0.000884835 2.7754e-06 45.96 0.220009 0.0919049  0.929924 
2.6 0.0811366 0.000633841 0.00141499 5.37095e-06 -2.05728 0.00215603 0.000765056 2.42083e-06 36.0367 0.159479 0.109314  0.899733 
2.675 0.068265 0.000556001 0.00097861 3.5397e-06 -1.95929 0.00235972 0.000665947 2.08525e-06 26.3489 0.10566 0.0864328  0.855256 
2.75 0.059891 0.00054259 0.000746753 2.83806e-06 -1.87402 0.00243453 0.000608601 1.87137e-06 20.5731 0.0783298 0.0819277  0.735916 
2.825 0.054885 0.000562995 0.000608127 2.34079e-06 -1.79252 0.00297816 0.000608049 1.88803e-06 16.8141 0.0547792 0.0861721  0.853675 
2.9 0.0501387 0.000552169 0.000480866 1.92726e-06 -1.71534 0.00275482 0.000497952 1.53509e-06 14.0799 0.0447724 0.0855103  0.708762 
2.975 0.0452821 0.00057708 0.000399087 1.51121e-06 -1.65105 0.00298417 0.000504311 1.56224e-06 12.0547 0.0381198 0.0939226  0.66808 
3.05 0.0433159 0.00055718 0.000344885 1.25684e-06 -1.59645 0.00276997 0.000404104 1.30187e-06 10.6403 0.031154 0.0872307  0.603268 
3.125 0.0410626 0.000667672 0.000312755 1.2098e-06 -1.54351 0.00253728 0.000366362 1.19302e-06 9.47019 0.0274314 0.119985  0.47335 
3.2 0.0387608 0.00056739 0.000264609 9.64978e-07 -1.49365 0.0030243 0.000401364 1.31666e-06 8.55335 0.0251722 0.090332  0.528744 
3.275 0.0370581 0.000594505 0.00023849 8.28902e-07 -1.44612 0.00277315 0.00030416 9.41378e-07 7.75307 0.0214358 0.0974544  0.507685 
3.35 0.0354848 0.000596521 0.000215538 7.95017e-07 -1.40038 0.00291489 0.000312855 9.58771e-07 7.14718 0.0195669 0.0978397  0.480446 
3.425 0.0346509 0.00057535 0.000194527 7.28621e-07 -1.35792 0.00282724 0.000281254 9.09285e-07 6.54873 0.0173894 0.0903814  0.440718 
3.5 0.0333615 0.000589515 0.000179194 6.61665e-07 -1.32401 0.00316154 0.000269694 8.72292e-07 6.16778 0.0161069 0.0949344  0.518342 
