# Lattice: 60^2 B = 0 iterations = 50000 Algorithm: metro
# radius correlation
0 0.000959769599283122
1 3.96319992824005e-05
1.4142135623731 1.96831992823054e-05
2 -3.07200717771424e-07
2.23606797749979 -3.24000717727424e-07
2.82842712474619 -4.12800717608519e-07
3 -3.42400717667779e-07
3.16227766016838 -3.19200717732726e-07
3.60555127546399 -3.16800717700683e-07
4 -2.88000717755625e-07
4.12310562561766 -3.62400717657252e-07
4.24264068711928 -4.17600717561584e-07
4.47213595499958 -4.0320071757749e-07
5 -3.40115003414988e-07
5.09901951359278 -3.26400717703956e-07
5.3851648071345 -4.08000717599943e-07
5.65685424949238 -2.64000717814517e-07
5.8309518948453 -3.40800717674172e-07
6 -3.45600717654992e-07
6.08276253029822 -3.98400717624425e-07
6.32455532033676 -3.64800717633784e-07
6.40312423743285 -3.72000717618892e-07
6.70820393249937 -3.40800717674172e-07
7 -3.45600717673496e-07
7.07106781186548 -3.23200717707491e-07
7.21110255092798 9.71679928221669e-06
7.28010988928052 -3.19200717732726e-07
7.61577310586391 -3.74400717637058e-07
7.81024967590665 -3.26400717703956e-07
8 -3.32800717706139e-07
8.06225774829855 -3.51600717665712e-07
8.24621125123532 -3.86400717616864e-07
8.48528137423857 -3.26400717703956e-07
8.54400374531753 -3.02400717716589e-07
8.60232526704263 -2.92800717754949e-07
8.94427190999916 -3.21600717723136e-07
9 -4.16000717577229e-07
9.05538513813742 -3.3840071769764e-07
9.21954445729289 -3.28800717708244e-07
9.4339811320566 -3.36000717679474e-07
9.48683298050514 -3.81600717622166e-07
9.8488578017961 -2.80800717775143e-07
9.89949493661167 -3.6000071768072e-07
10 -2.88000717742408e-07
10.0498756211209 -2.97600717749646e-07
10.1980390271856 -3.24000717713546e-07
10.295630140987 -3.9600071760626e-07
10.4403065089106 -3.79200717645634e-07
10.6301458127346 -3.21600717737014e-07
10.770329614269 -3.24000717713546e-07
10.816653826392 -3.38400717683762e-07
11 -3.68000717639501e-07
11.0453610171873 -2.68800717795337e-07
11.1803398874989 -3.40800717694989e-07
11.3137084989848 -2.59200717805941e-07
11.4017542509914 -3.76800717627468e-07
11.6619037896906 -3.38400717683762e-07
11.7046999107196 9.67839928228686e-06
12 -3.42400717686283e-07
12.0415945787923 -3.62400717636435e-07
12.0830459735946 -3.38400717683762e-07
12.1655250605964 -3.7200071763277e-07
12.2065556157337 -3.88800717621152e-07
12.369316876853 -3.38400717683762e-07
12.5299640861417 -3.88800717607274e-07
12.6491106406735 -3.04800717748632e-07
12.7279220613579 -2.59200717805941e-07
