# Lattice: 60^2 B = 0 iterations = 200000 Algorithm: met
# radius correlation
1 0
1.41421 0
2 0
2.82843 0
3 0
4.24264 0
4 0
5.65685 0
5 0
7.07107 0
6 0
8.48528 0
7 0
9.89949 0
8 0
11.3137 0
9 0
12.7279 0
10 0
14.1421 0
11 0
15.5563 0
12 0
16.9706 0
13 0
18.3848 0
14 0
19.799 0
15 0
21.2132 0
16 0
22.6274 0
17 0
24.0416 0
18 0
25.4558 0
19 0
26.8701 0
20 0
28.2843 0
21 0
29.6985 0
22 0
31.1127 0
23 0
32.5269 0
24 0
33.9411 0
25 0
35.3553 0
26 0
36.7696 0
27 0
38.1838 0
28 0
39.598 0
29 0
41.0122 0
30 0
42.4264 0
