# Lattice: 60^2 B = 0 iterations = 50000 Algorithm: heatbath
# radius correlation
0 0.999938534400719
1 0.360630119466746
1.4142135623731 0.208482254399993
2 0.176348097066664
2.23606797749979 0.123355498400007
2.82842712474619 0.079851078400004
3 0.0907553173333398
3.16227766016838 0.0682644336000017
3.60555127546399 0.0503904567999992
4 0.0523506314666649
4.12310562561766 0.0458202999999985
4.24264068711928 0.0360305375999989
4.47213595499958 0.033077099199999
5 0.0277888045714278
5.09901951359278 0.0266915111999993
5.3851648071345 0.0189849799999996
5.65685424949238 0.0139118463999998
5.8309518948453 0.0150100271999997
6 0.0185236117333329
6.08276253029822 0.0173494431999996
6.32455532033676 0.0134968967999998
6.40312423743285 0.00710197359999985
6.70820393249937 0.0106765639999998
7 0.00958384426666655
7.07106781186548 0.0078065855999999
7.21110255092798 0.00578996479999992
7.28010988928052 0.00958416879999984
7.61577310586391 0.00583029199999993
7.81024967590665 0.00749705599999986
8 0.00603334933333328
8.06225774829855 0.0060663407999999
8.24621125123532 0.00555672879999995
8.48528137423857 0.00657607999999983
8.54400374531753 0.00245958639999999
8.60232526704263 0.00629082719999991
8.94427190999916 0.00207287360000001
9 0.00164066346666662
9.05538513813742 0.00357883611428564
9.21954445729289 0.00482556799999994
9.4339811320566 0.00401163279999999
9.48683298050514 0.00115486354285713
9.8488578017961 0.00304505142857139
9.89949493661167 0.00706031359999995
10 0.00253085714285713
10.0498756211209 -0.00288641371428568
10.1980390271856 0.000206493257142824
10.295630140987 0.0051320155428571
10.4403065089106 -0.000273963885714308
10.6301458127346 0.00558925119999996
10.770329614269 0.00202089234285714
10.816653826392 0.000965326628571456
11 0.00250912533333329
11.0453610171873 0.000190440799999991
11.1803398874989 0.00178203136
11.3137084989848 0.00455951359999999
11.4017542509914 0.000842661120000006
11.6619037896906 6.98166857142927e-05
11.7046999107196 0.00369093839999997
12 0.000340117333333356
12.0415945787923 0.00157664384
12.0830459735946 0.00142290640000001
12.1655250605964 0.0033049959999999
12.2065556157337 -0.000913219657142829
12.369316876853 7.978400000002e-05
12.5299640861417 0.000311892800000015
12.6491106406735 0.000390254400000028
12.7279220613579 -0.001483392
12.8062484748657 0.000681657600000013
13 0.00217837257142856
13.0384048104053 0.00377650599999996
13.1529464379659 0.00227044879999999
13.3416640641263 0.00340131119999996
13.4164078649987 -0.000663730399999947
13.4536240470737 0.00184219519999999
13.6014705087354 0.00205111799999999
13.8924439894498 -0.000366352799999991
13.9283882771841 -0.00238204399999993
14 0.00325285759999996
14.0356688476182 0.00461512559999994
14.142135623731 0.00567873978181812
14.2126704035519 0.00565229531428567
14.3178210632764 0.000181903200000017
14.422205101856 0.000918275200000037
14.560219778561 0.000429737600000027
14.7648230602334 -0.00147318479999997
14.8660687473185 0.00115892650666668
15 0.000953110646153832
15.0332963783729 0.00322143279999992
15.1327459504216 0.00390307119999997
15.2315462117278 0.000291075999999994
15.2643375224737 9.17192000000151e-05
15.2970585407784 0.00384280079999996
15.52417469626 0.00344263839999993
15.556349186104 0.00559666399999999
15.6204993518133 0.0035887689142857
15.6524758424985 -0.000484482400000006
15.8113883008419 0.00159422378666668
16 -0.00259129493333335
16.0312195418814 0.000693392800000002
16.1245154965971 0.000704169999999985
16.1554944214035 0.000890284000000001
16.2788205960997 0.00560142719999998
16.4012194668567 0.00252439771428567
16.4924225024706 0.00363056479999999
16.5529453572468 -0.00119692879999998
16.6433169770932 -9.22660571428216e-05
16.7630546142402 0.0012059096
16.9705627484771 0.00511707999999995
17 -0.00254012891428567
17.0293863659264 0.00116038920000002
17.0880074906351 -0.00186235199999996
17.1172427686237 -0.00087921599999999
17.2046505340853 -0.00225196342857141
17.2626765016321 -0.000295836800000008
17.464249196573 0.000797042399999998
17.4928556845359 -0.00228651154285711
17.6918060129541 0.00348043759999999
17.7200451466693 0.00454853999999995
17.8044938147649 0.00234889119999999
17.8885438199983 -2.40880000000528e-06
18 0.000808218666666601
18.0277563773199 -0.00150780493913041
18.1107702762748 -0.000176693599999995
18.2482875908947 -0.00169538799999995
18.3575597506858 -0.00363791908571424
18.3847763108502 0.00182850133333332
18.4390889145858 0.000980856800000024
18.6010752377383 -0.000871081599999988
18.6815416922694 0.00160930240000004
18.7882942280559 0.00131445519999997
18.8679622641132 -0.00194224548571426
18.9736659610103 -0.000617475199999998
19 0.00248201173333327
19.0262975904404 0.001107624
19.1049731745428 0.000486423466666663
19.2093727122985 -0.0015252936
19.2353840616713 0.000809500509090887
19.313207915828 0.00229815599999998
19.4164878389476 -0.00230040373333332
